,ISO_TER1,flag_gfw,hours,fishing_hours
963,NZL,SHN,238.3454,204.601
964,NZL,TWN,0.561,0
965,NZL,URY,72.001,0
966,NZL,USA,874.5115,58.4335
967,OMN,CHN,533.0321,62.6269
968,OMN,IRN,397.4983,11.5148
969,OMN,PAK,483.1966,231.9944
970,OMN,SEN,150.0975,7.1143
971,OMN,TUR,906.3649,102.7797
972,PAK,CHN,192.6231,0
973,PAN,CAN,12.0654,0
974,PAN,CHN,167.0399,105.9511
975,PAN,COL,934.4045,109.0416
976,PAN,ECU,72.6653,1.286
977,PAN,ESP,3646.3818,131.2548
978,PAN,FJI,448.1524,4.8582
979,PAN,JPN,817.2812,320.8436
980,PAN,NIC,1624.8828,55.3875
981,PAN,PAN,1693.8689,282.7517
982,PAN,POL,37.0858,0.7041
983,PAN,PRT,102.4317,3.7723
984,PAN,RUS,42.5785,1.6252
985,PAN,TWN,6558.2482,478.578
986,PAN,USA,1682.5485,563.5186
987,PAN,VEN,11665.0656,1111.772
988,PAN,VUT,154.3205,2.2915
989,PCN,CHN,2.235,0
990,PER,CHN,45909.5539,53.6419
991,PER,COK,23.3836,8.989
992,PER,ECU,1530.9119,144.917
993,PER,ESP,3977.8174,150.9093
994,PER,GUY,125.4749,26.6561
995,PER,HND,1372.2657,98.2115
996,PER,JPN,180.3808,10.7283
997,PER,KNA,2717.3118,0.0991
998,PER,KOR,134.1197,0
999,PER,NIC,2.2221,0
1000,PER,PAN,430.8039,11.2043
1001,PER,PER,355231.8529,15711.3615
1002,PER,POL,3.5685,0
1003,PER,PRT,524.4058,8.6773
1004,PER,SLV,31.0055,0
1005,PER,TWN,20.4996,0
1006,PER,USA,218.1053,0
1007,PHL,CHN,195.2272,0
1008,PHL,FSM,394.3521,0
1009,PHL,JPN,4.8443,0
1010,PHL,KIR,373.2665,0
1011,PHL,MYS,252.1434,142.5242
1012,PHL,NRU,1316.1109,0
1013,PHL,PHL,532.5686,15.9387
1014,PHL,PNG,6321.7931,2.5241
1015,PHL,SLB,3.4319,0
1016,PHL,TWN,3862.4203,66.1845
1017,PHL,UNK,0,0
1018,PHL,USA,2311.5148,69.8401
1019,PHL,VUT,80.2102,0
1020,PLW,ALB,15.5076,5.5295
1021,PLW,CHN,1715.3721,0
1022,PLW,FSM,147.4905,0
1023,PLW,PHL,3.0811,0
1024,PLW,TWN,17590.0055,170.0012
1025,PLW,USA,8.908,0
1026,PLW,VUT,1.5777,0
1027,PNG,AUS,23.4424,0
1028,PNG,CHN,332.5797,26.5242
1029,PNG,FSM,175.781,24.2485
1030,PNG,JPN,2419.6795,177.7708
1031,PNG,KOR,150.4777,0
1032,PNG,PHL,4155.3613,280.2939
1033,PNG,PNG,14877.9373,1954.0243
1034,PNG,SLB,96.3187,3.1732
1035,PNG,TWN,16753.0926,5288.4362
1036,PNG,UNK,174.4084,23.6641
1037,PNG,USA,17.2868,0
1038,PNG,VUT,1473.3565,342.1085
1039,POL,DEU,656.0665,257.5231
1040,POL,DNK,460.6631,138.0677
1041,POL,FIN,351.6642,255.9089
1042,POL,GBR,8.9429,0
1043,POL,ISL,17.6474,0.1661
1044,POL,LTU,1722.2988,767.2864
1045,POL,LVA,757.1708,169.9067
1046,POL,NOR,61.911,3.4388
1047,POL,POL,153197.516,42641.6368
1048,POL,RUS,4221.7687,3185.6343
1049,POL,SWE,795.2601,52.1875
1050,PRI,ESP,0.2466,0
1051,PRI,JPN,30.4373,0
1052,PRI,PAN,0.8483,0
1053,PRI,POL,6.088,0
1054,PRI,USA,52.2849,0
1055,PRK,CHN,1910.9088,707.9636
1056,PRK,RUS,97.0785,17.0477
1057,PRT,AGO,2.831,0
1058,PRT,ARG,3.8452,0
1059,PRT,BLZ,31.0668,7.1593
1060,PRT,DEU,280.034,0.1163
1061,PRT,ESP,67257.6376,6887.5801
1062,PRT,EST,37.9865,8.4036
1063,PRT,FLK,1.962,0
1064,PRT,FRA,39.7211,0
1065,PRT,GBR,0.5396,0
1066,PRT,IDN,1381.6359,0
1067,PRT,ISL,0.839,0
1068,PRT,MAR,9.0055,0
1069,PRT,NAM,1.2822,0
1070,PRT,NLD,12.5233,0
1071,PRT,NOR,80.6473,43.5808
1072,PRT,PRT,728093.0028,174790.332
1073,PRT,SEN,0.2583,0
1074,PSE,GRC,32.7895,4.6205
1075,PSE,ISR,54.8879,53.4479
1076,PYF,CHN,1795.0964,229.1796
1077,PYF,ECU,0.8863,0
1078,PYF,ESP,59.9052,8.4815
1079,PYF,JPN,232.9494,13.8325
1080,PYF,KOR,100.59,0
1081,PYF,MEX,6.8799,0
1082,PYF,NIC,6.6559,0
1083,PYF,PAN,6.6391,0
1084,PYF,PYF,10159.572,3414.9735
1085,PYF,RUS,5.045,0
1086,PYF,TWN,148.1512,1.585
1087,PYF,USA,180.5795,28.7
1088,PYF,VUT,68.3187,0
1089,QAT,BHR,0.9624,0
1090,QAT,IRN,68.7593,3.3849
1091,QAT,KNA,56.1874,8.3946
1092,QAT,QAT,36139.8964,18102.8081
1093,REU,CHN,7.1349,0
1094,REU,FRA,65636.9597,729.3894
1095,REU,KOR,4.1022,0
1096,REU,LVA,4.5902,0
1097,REU,SYC,3.0252,0
1098,REU,TWN,0.0686,0
1099,ROU,BGR,496.7654,286.5834
1100,ROU,ROU,2608.1036,1466.9289
1101,RUS,BLZ,13.8649,0
1102,RUS,CHN,19.2618,7.6626
1103,RUS,CYP,4086.5727,2075.3082
1104,RUS,FIN,26.8867,0
1105,RUS,FRO,155.6269,34.8137
1106,RUS,GRL,7.5082,1.3743
1107,RUS,ISL,205.8744,74.5903
1108,RUS,KOR,2973.7469,715.6627
1109,RUS,LBR,1001.5747,137.4043
1110,RUS,LVA,3290.4688,2.6075
1111,RUS,NOR,1145.8112,790.8648
1112,RUS,POL,0.2663,0
1113,RUS,RUS,1465537.424,271153.2337
1114,RUS,UKR,3985.5676,2069.9922
1115,SAU,BHR,822.59,143.4994
1116,SAU,SAU,33434.5816,16092.5017
1117,SDN,ESP,5.5191,0
1118,SDN,FRA,0.6638,0
1119,SDN,RUS,3.1616,0
1120,SDN,SEN,1.8432,0
1121,SEN,AGO,273.1741,13.7786
1122,SEN,BLZ,18.9905,0.4988
1123,SEN,CHN,20834.6542,809.4589
1124,SEN,CIV,734.6895,65.5743
1125,SEN,CPV,28.994,1.9286
1126,SEN,CUW,637.5973,0.7588
1127,SEN,ESP,30692.7832,2050.8814
1128,SEN,FRA,3395.8131,324.3305
1129,SEN,GMB,298.1664,0
1130,SEN,GNB,6881.2014,5.512
1131,SEN,GTM,4.4168,0
1132,SEN,ISL,92.6726,0
1133,SEN,ITA,12991.3889,51.4439
1134,SEN,KOR,2319.0126,66.1569
1135,SEN,MRT,1.9263,0.4161
1136,SEN,NOR,388.7457,89.3294
1137,SEN,PAN,306.615,0
1138,SEN,SEN,76315.4684,25262.9117
1139,SEN,SOM,65.0026,60.7759
1140,SEN,TUR,532.5983,0
1141,SEN,TWN,8529.2593,62.5987
1142,SGP,CHN,9495.3812,395.9424
1143,SGP,COK,27.3299,13.2899
1144,SGP,GNQ,16132.0488,1002.8882
1145,SGP,IDN,1298.517,163.4198
1146,SGP,JPN,51.8105,4.6686
1147,SGP,KOR,0.7081,0
1148,SGP,LBR,177.4244,59.5631
1149,SGP,MUS,24.3877,0.0916
1150,SGP,RUS,21.4465,0
1151,SGP,SEN,0.3391,0
1152,SGP,SGP,19762.3421,6000.6961
1153,SGP,SYC,6844.4161,10.55
1154,SGP,TWN,9086.0904,10.4263
1155,SGP,VUT,27.4715,0
1156,SGS,CHL,76.3427,25.0722
1157,SGS,CHN,339.1642,213.8004
1158,SGS,FLK,74.1253,33.5111
1159,SGS,GBR,158.6524,55.2675
1160,SGS,KOR,16.3308,0
1161,SGS,NOR,339.0944,234.9325
1162,SGS,NZL,491.7771,263.2553
1163,SGS,SHN,290.2407,80.5717
1164,SGS,URY,143.3761,59.5729
1165,SHN,CHN,8.6176,0
1166,SHN,FLK,6.7708,0
1167,SHN,GBR,1431.1907,564.76
1168,SHN,SHN,4666.2156,429.4194
1169,SHN,TWN,1.7817,0
1170,SJM,BLZ,61.7237,20.6733
1171,SJM,DEU,3.9205,1.6362
1172,SJM,DNK,3.0814,0
1173,SJM,ESP,10.9662,0
1174,SJM,FRA,14.8809,11.4225
1175,SJM,FRO,923.4519,852.7438
1176,SJM,GBR,26.8438,18.7649
1177,SJM,LTU,510.6569,397.3985
1178,SJM,NOR,5083.2752,2319.5094
1179,SJM,POL,0.058,0
1180,SJM,RUS,9316.1864,2388.2508
1181,SLB,CHN,4441.2573,863.3828
1182,SLB,FJI,650.4264,7.4582
1183,SLB,FSM,1741.3148,38.4362
1184,SLB,JPN,106.1287,0
1185,SLB,KIR,8.901,0.0494
1186,SLB,KOR,333.5481,16.8367
1187,SLB,PHL,98.7946,0
1188,SLB,PNG,215.1904,0
1189,SLB,SLB,202.0836,25.7876
1190,SLB,TWN,28925.9676,2030.5147
1191,SLB,USA,10.1749,3.8741
1192,SLB,VUT,97.221,3.4549
1193,SLE,CHN,424.9387,70.5708
1194,SLE,GIN,308.2489,1.7147
1195,SLE,GNB,83.4096,0
1196,SLE,ITA,3325.9211,559.4289
1197,SLE,SEN,3.7592,0
1198,SLE,TUR,10.7748,0.6125
1199,SLV,ECU,13.9201,0
1200,SLV,NIC,56.8934,17.6739
1201,SLV,PAN,21.8512,0
1202,SLV,SLV,91.0347,0
1203,SLV,USA,15.7234,0
1204,SLV,VEN,15.2052,0
1205,SOM,CHN,212.4945,0
1206,SOM,FRA,0.1444,0
1207,SOM,IRN,268.4147,90.155
1208,SPM,CAN,810.646,63.3865
1209,SPM,FRA,4102.1442,1.2207
1210,SPM,FRO,425.4513,0
1211,SPM,SPM,7882.411,187.5422
1212,STP,BLZ,11.0555,0
1213,STP,CPV,1.357,0
1214,STP,CUW,5.4212,0
1215,STP,ESP,1.6058,0
1216,STP,GTM,14.6334,0
1217,STP,NGA,2.5653,0
1218,STP,PAN,6.8689,0
1219,STP,SEN,5.0819,0
1220,STP,SLV,16.0862,0
1221,SUR,CHN,8972.2604,396.6817
1222,SUR,IRL,0.7221,0
1223,SUR,USA,216.477,146.4911
1224,SVN,ITA,8492.6691,1563.3053
1225,SVN,SVN,1120.7639,1063.2057
1226,SWE,CHE,145.1526,34.591
1227,SWE,DEU,3750.8279,238.7296
1228,SWE,DNK,47891.814,26410.248
1229,SWE,EST,383.9936,45.7267
1230,SWE,FIN,4332.3846,1258.4627
1231,SWE,ISL,16.4826,0
1232,SWE,LTU,836.9568,92.8488
1233,SWE,LVA,39.5967,0
1234,SWE,NLD,0.0836,0
1235,SWE,NOR,9091.6214,3390.6236
1236,SWE,PAN,5.617,3.0481
1237,SWE,POL,1181.3967,490.1534
1238,SWE,RUS,360.5884,1.468
1239,SWE,SWE,731791.9728,84204.4068
1240,SXM,KNA,8.2975,0
1241,SXM,USA,1.6671,0
1242,SXM,VCT,905.6879,139.9721
1243,SYC,CHN,4441.3647,982.6873
1244,SYC,ESP,2234.6589,0
1245,SYC,FRA,8828.8919,11.3658
1246,SYC,ITA,999.6097,0
1247,SYC,KEN,166.9913,0
1248,SYC,KOR,8.4039,0
1249,SYC,MUS,4587.714,0.3113
1250,SYC,NAM,23.7451,0
1251,SYC,REU,8833.1902,8.1043
1252,SYC,SYC,12346.6334,436.519
1253,SYC,TWN,1684.1564,11.8081
1254,SYR,EGY,27.089,23.7904
1255,SYR,MAR,11.8025,0
1256,SYR,TUR,382.4777,258.9507
1257,TCA,USA,244.3428,4.0002
1258,TGO,GHA,3.6912,0
1259,TGO,NGA,1.778,0
1260,THA,GRC,1576.1828,926.8997
1261,THA,GTM,3086.2541,1080.6556
1262,THA,MYS,560.7372,35.1581
1263,THA,THA,49753.146,24187.2836
1264,THA,TWN,4.0986,0
1265,TKL,CHN,0.3127,0
1266,TKL,COK,7.199,3.4177
1267,TKL,KOR,0.5007,0
1268,TKL,USA,0.2313,0
1269,TKL,VUT,18.6158,0.0502
1270,TLS,AUS,4.7258,0
1271,TLS,IDN,1.3966,0
1272,TON,CHN,22.6556,0
1273,TON,COK,0.968,0
1274,TON,FJI,583.2113,106.6811
1275,TON,TWN,597.5907,170.2122
1276,TTO,CAN,19.4491,0
1277,TTO,CHN,442.8897,0.328
1278,TTO,CIV,93.7507,1.8102
1279,TTO,KOR,3603.5542,4.8035
1280,TTO,NOR,81.2436,0
1281,TTO,PRT,1.715,0
1282,TTO,TWN,5609.548,12.3129
1283,TTO,VCT,3815.3997,12.1958
1284,TTO,VEN,876.7694,18.6409
1285,TUN,CHN,15.8677,0
1286,TUN,CPV,2.4922,0
1287,TUN,DZA,407.7576,4.2183
1288,TUN,ESP,58.5263,16.7137
1289,TUN,FRA,518.6696,9.5988
1290,TUN,ITA,3476.8903,2121.7094
1291,TUN,LBY,458.6098,381.0897
1292,TUN,MAR,23.2706,0
1293,TUN,MLT,18.3055,17.4432
1294,TUN,PRT,61.3151,48.1449
1295,TUN,RUS,11.2559,0
1296,TUN,TUN,8163.5803,2834.2915
1297,TUN,TUR,32.3417,0
1298,TUR,ALB,2275.3843,0
1299,TUR,BLZ,58.3198,0
1300,TUR,EGY,36.6053,12.665
1301,TUR,ESP,7.8317,0
1302,TUR,GEO,895.8172,195.267
1303,TUR,GRC,4158.3188,2943.4228
1304,TUR,ITA,290.1922,166.3381
1305,TUR,MAR,1177.6635,49.4404
1306,TUR,TUR,642760.3378,200052.9884
1307,TUV,CHN,5.2285,0
1308,TUV,FJI,1.8711,0
1309,TUV,FSM,374.6732,0.2783
1310,TUV,JPN,4.7902,1.2958
1311,TUV,KIR,661.1626,1.4469
1312,TUV,KOR,2348.9706,66.3324
1313,TUV,MHL,1.2721,0
1314,TUV,NRU,281.2323,0
1315,TUV,PHL,1.4832,0
1316,TUV,PNG,283.172,1.4466
1317,TUV,SLB,183.4077,0
1318,TUV,TUV,230.5753,0.3958
1319,TUV,TWN,501.0347,73.2207
1320,TUV,USA,178.1545,0
1321,TUV,VUT,615.4087,33.3247
1322,TWN,ALB,24.1888,0
1323,TWN,CHN,8726.4826,3289.5081
1324,TWN,FSM,999.0819,2.012
1325,TWN,HKG,95.326,53.9517
1326,TWN,JPN,121.7371,0
1327,TWN,KOR,5.7263,0
1328,TWN,LVA,0.2688,0
1329,TWN,NRU,38.3547,0
1330,TWN,PHL,686.3298,0.1983
1331,TWN,PNG,2285.7975,0.1963
1332,TWN,RUS,4269.7707,0
1333,TWN,SLB,241.1339,0
1334,TWN,SYC,3475.0021,7.9146
1335,TWN,TWN,1237580.907,430548.9848
1336,TWN,UNK,159245.6501,49665.6901
1337,TWN,USA,3016.3167,24.3398
1338,TWN,VUT,14735.961,85.2271
1339,TWN,ZAF,5.1202,0
1340,TZA,KEN,24.8972,14.0976
1341,TZA,NAM,5.2125,3.1362
1342,UKR,RUS,48682.2617,17909.7377
1343,UKR,UKR,19051.4054,5839.1477
1344,UMI,CHN,7.998,0
1345,UMI,KIR,0.0552,0
1346,UMI,KOR,1.6005,0
1347,UMI,MHL,0.8279,0
1348,UMI,NRU,0.0988,0
1349,UMI,USA,1.0562,0
1350,URY,ARG,930.8458,594.1407
1351,URY,BLZ,1423.4218,18.834
1352,URY,BRA,91.751,74.8506
1353,URY,CHL,443.9328,2.3627
1354,URY,CHN,4762.612,361.1596
1355,URY,ESP,13244.2688,179.6782
1356,URY,FLK,2104.8414,32.9012
1357,URY,GBR,1401.4462,0
1358,URY,KIR,181.9778,0
1359,URY,KOR,21148.1818,158.996
1360,URY,NOR,260.3641,51.2648
1361,URY,PRT,1289.1511,50.8829
1362,URY,SHN,7.8164,0
1363,URY,TWN,2964.8049,22.2983
1364,URY,URY,117396.5875,21063.097
1365,URY,VUT,6.6951,0
1366,USA,BMU,14.5862,0
1367,USA,CAN,35051.75,2095.7426
1368,USA,ISL,231.054,12.2667
1369,USA,TCA,417.5508,0.9088
1370,USA,USA,2337523.964,370899.1351
1371,VCT,CAN,63.2693,33.818
1372,VCT,ESP,2.7942,0
1373,VCT,JPN,28.4373,0
1374,VCT,PRT,8.8837,0
1375,VCT,VCT,1083.0448,0
1376,VCT,YEM,42.6967,1.1225
1377,VEN,CAN,1.9588,0
1378,VEN,CHN,6.4791,1.9758
1379,VEN,RUS,3.8707,0
1380,VEN,VCT,5.2243,0
1381,VEN,VEN,23442.3929,5503.7883
1382,VGB,USA,11.4141,0.4286
1383,VGB,VCT,755.2788,8.6096
1384,VIR,USA,138.9511,0
1385,VIR,VCT,2.1746,0
1386,VNM,BRN,316.985,87.4242
1387,VNM,CAN,108.9709,0
1388,VNM,CHN,40358.9674,28396.3738
1389,VNM,HKG,38.7574,23.9186
1390,VNM,KOR,32.4165,32.4165
1391,VNM,UNK,510.2202,218.7396
1392,VNM,VNM,129286.9214,60818.9912
1393,VUT,CHN,2501.1587,128.6466
1394,VUT,FJI,73.2353,0
1395,VUT,TWN,25.6352,0
1396,WLF,CAN,2.6359,0
1397,WLF,CHN,16.4469,0
1398,WLF,KIR,2.4965,0
1399,WLF,NRU,0.9524,0
1400,WLF,VUT,1.1843,0
1401,WSM,CHN,1712.6085,579.9912
1402,WSM,COK,607.3124,91.6943
1403,WSM,FSM,62.2872,12.3812
1404,WSM,KOR,25.0961,9.1924
1405,WSM,NZL,21.7726,0
1406,WSM,PNG,35.7075,25.1695
1407,WSM,TWN,317.1998,64.7397
1408,WSM,USA,38.2223,3.9738
1409,WSM,VUT,666.3667,99.9748
1410,YEM,CHN,31.4191,0
1411,YEM,ESP,0.2105,0
1412,YEM,FRA,1.5395,0
1413,YEM,RUS,4.7057,0
1414,YEM,SEN,10.0487,0
1415,YEM,TUR,15.7847,0
1416,ZAF,AUS,39.5178,0.135
1417,ZAF,BLZ,1327.0744,953.7243
1418,ZAF,CHN,1224.5482,118.566
1419,ZAF,CIV,43.1513,17.4717
1420,ZAF,COK,16.8998,0.2997
1421,ZAF,ESP,267.0292,56.9867
1422,ZAF,GBR,36.8359,12.0007
1423,ZAF,GEO,83.2607,2.1686
1424,ZAF,JPN,1300.7948,195.668
1425,ZAF,KOR,360.2223,65.6403
1426,ZAF,MOZ,169.1572,0.7188
1427,ZAF,NAM,1631.9176,549.5739
1428,ZAF,NOR,5.5565,0
1429,ZAF,PRT,110.9993,5.9503
1430,ZAF,SYC,64.9372,3.3287
1431,ZAF,TWN,1210.1911,127.0949
1432,ZAF,UKR,27.4076,12.1526
1433,ZAF,UNK,64.9094,0
1434,ZAF,VUT,57.5339,0
1435,ZAF,ZAF,257441.0757,42781.0264